Name,Date Published,Description,Rating,Rating Count,Content Rating,Genre(s),Keywords
Better Off Dead...,1987-12-25,"After his girlfriend ditches him for a boorish ski jock, Lane decides that suicide is the only answer. However, his increasingly inept attempts bring him only more agony and embarrassment. Filled with the wildest teen nightmares.",7.1,46790,M/6,"Comedy,Romance","teenage boy,french girl,teen drama,two dollars,skiing"
The Boys Next Door,1986-08-15,"Roy and Bo leave their small California town the weekend after graduation for a short road trip to Los Angeles. Soon, they find themselves lashing out and leaving a trail of bodies behind them. The violence escalates throughout.",6.4,3353,R,"Crime,Drama,Thriller","rage,violence,gay subtext,homoeroticism,homophobia"
Brazil,1985-06-12,,7.9,204267,M/16,"Drama,Sci-Fi","bureaucracy,wrongful arrest,dystopia,dream,clerical error"
Peesua lae dokmai,1985-10-23,,7.5,90,,Drama,train
Cat&apos;s Eye,1997-08-30,Three cat burgling sisters have to go up against the police and a Chinese crime syndicate in order to rescue their kidnapped father.,4.3,196,,"Action,Comedy","live action remake of anime,police,female burglar,thief,tattoo"
Came a Hot Friday,1985-10-04,This eccentric rural New Zealand tale follows two con men as they attempt to trick a small town into their illegal gambling scheme.,6.4,217,PG,"Adventure,Comedy","scam,new zealand,con artist,year 1949,based on novel"
The Princess Bride,1988-03-25,,8,433909,M/6,"Adventure,Comedy,Family","true love,princess,fairy tale,giant,pirate"
Calamari Union,1985-02-08,An exodus to a better life in Eira,7,3535,Not Rated,"Comedy,Drama,Music","finland,black and white film,black and white,district,cross town journey"
The Care Bears Big Wish Movie,2005-10-18,,5.2,251,Not Rated,"Animation,Comedy,Family","2000s,care bears,sequel,based on toy,character name in title"
Cavegirl the Movie,,,,,,Fantasy,"cavegirl,movie in title"
Compromising Positions,1985-08-30,An ex-newspaper woman who is now a suburban housewife can&apos;t resist getting involved in an investigation of the murder of a philandering dentist who had been having affairs with several of her neighbors.,5.9,1084,R,"Comedy,Drama,Mystery","woman wrapped in a towel,gym,leotard,dentist,murder"
Clue,1985-12-13,"Six guests are anonymously invited to a strange mansion for dinner, but after their host is killed, they must cooperate with the staff to identify the murderer as the bodies pile up.",7.2,101184,M/12,"Comedy,Crime,Mystery","based on board game,mystery killer,multiple endings,butler,maid"
Commando Fury,,"Women prisoners are tortured, whipped, beaten and humiliated inside a WWII detention camp. The commander of the camp (Shou-Ping Tsui) and his aides (Yvonne Wang and Celia Kong) interrogate the prisoners looking for some important ...",4.1,83,,"Action,Adventure,Drama","woman whipping a woman,woman stabbing a man,stabbing a woman,remake,women in prison"
Come and See,2021-08-01,,7.5,311,,Documentary,politics
Code of Silence,2021-12-27,Plot unknown.,4.5,162,,Crime,detective
Crime Wave,1985-09-11,,6.8,680,,"Adventure,Comedy","mute,canuxploitation,writer,wrecked car,woods"
Crimewave,1987-09-18,"A pair of whacked-out cartoon-like exterminator/hitmen kill the owner of a burglar-alarm company, and stalk the partner who hired them, his wife, and a nerd framed for the murder, who tells the story in flashback from the electric...",5.6,6340,M/12,"Comedy,Crime,Horror","mouth zoom,troubled production,parody comedy,nerd,spoof"
D.A.R.Y.L.,1986-03-21,A seemingly normal young boy is found abandoned on a mountain road and adopted by a family who are increasingly amazed by his abilities before discovering the secret behind his real identity.,6.2,13489,M/6,"Family,Sci-Fi","young boy,robot,artificial intelligence,boy robot,helicopter"
Dance with a Stranger,1989-02-03,"A stormy relationship, complicated by the strictures of 1950s social class and gender roles, ends in death. Based on the life of Ruth Ellis, the last woman hanged in Britain.",6.6,2851,M/16,"Biography,Crime,Drama","love,1950s,female criminal,true crime,murder by gunshot"
Day of the Dead: Bloodline,2018-01-05,,3.4,11800,R,"Action,Drama,Horror","post apocalypse,zombie,zombie apocalypse,bully comeuppance,sick child"
Death of a Salesman,1953-11-03,An over-the-hill salesman faces a personal turning point when he loses his job and attempts to make peace with his family.,7.2,1099,,Drama,"wire recorder,fountain pen,scene during opening credits,the past,tragedy"
Péril en la demeure,1985-02-13,"A magnate and his younger wife hire David to teach guitar to their teenage daughter. The wife quickly seduces David, and simultaneously he strikes up an acquaintance with the family&apos;s inquisitive neighbor. One night, David is mugg...",6.9,1563,R,"Crime,Drama,Mystery","male full frontal nudity,adulterous wife,male rear nudity,male pubic hair,france"
Deja Vu,2006-12-21,,7.1,316504,M/12,"Action,Crime,Sci-Fi","alternate timeline,patriotism,woman in jeopardy,opening scene repeated later in film,wormhole"
Dim Sum: A Little Bit of Heart,1985-08-09,"In San Francisco, an immigrant widow welcomes the new year with some unhappiness: she&apos;s sixty-two now, she wants to make a trip to China to pay last respects to her ancestors, a fortune teller has told her this is the year she&apos;ll ...",6.5,442,PG,Comedy,"chinese american,asian american,independent film"
Rozpustený a vypustený,1985-01-01,A police inspector and inexperienced trainee search for a mysteriously disappeared manufacturer of ointments for hair growth.,7.8,554,,"Comedy,Crime","psychotronic film,man wears a wig,literature on screen,european literature on screen,czech literature on screen"
Dr. Otto and the Riddle of the Gloom Beam,1985-07-19,Dr. Otto grows a hand out of the top of his head and tries to destroy the world.,5,673,PG,"Comedy,Sci-Fi","cult film,robot,insanity,riddle,doomsday machine"
Desert Hearts,1986-03-07,"While waiting for her divorce papers, a repressed professor of literature is unexpectedly seduced by a carefree, spirited young lesbian.",7.1,6705,R,"Drama,Romance","breasts,female frontal nudity,nipples,kissing while having sex,self discovery"
Dreamchild,1985-10-04,Ian Holm is children&apos;s author Lewis Carroll in this poignant fantasy-drama set in 1930s New York and populated by the fabulous special effects creatures of Muppet master Jim Henson.,6.7,1669,PG,"Biography,Comedy,Drama","alice character,reference to alice in wonderland,lewis carroll,alice liddell,female protagonist"
Eo-u-dong: Sin,,,,,,Drama,
Explorers,1985-07-12,,6.4,22713,PG,"Adventure,Comedy,Family","child flying spacecraft,alien,spaceship,dog,junkyard"
Ewoks: The Battle for Endor,1985-11-24,,5.4,10257,TV-G,"Adventure,Family,Fantasy","woodwind instrument,bowl,courage,flight,hatred"
Family Life,1972-02-18,,7.6,1900,Not Rated,Drama,"sister,depression,guitar,female police officer,promiscuity"
The Falcon and the Snowman,1985-08-05,The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.,6.8,12055,M/12,"Biography,Crime,Drama","political superpower,naivete,cia central intelligence agency,mexico city,prosthetic leg"
Fandango,1987-06-05,"Five college buddies from the University of Texas circa 1971 embark on a final road trip odyssey across the Mexican border before facing up to uncertain futures, in Vietnam and otherwise.",6.7,8336,M/12,"Comedy,Drama","male nudity,road movie,based on short film,car,u.s. car"
Fire Emblem Festival Love & Courage 25th Anniversary Concert,2016-02-24,25th Anniversary of Love and Courage: Fire Emblem Festival was an orchestral concert which was part of Intelligent Systems&apos; celebration of the twenty-fifth anniversary of the Fire Emblem series. The concert was performed by the To...,,,,"Drama,Music","live concert,video game music,orchestra,theater,fire emblem"
Final Justice,,"Homicidal sheriff Thomas Jefferson Geronimo is tasked with escorting a mobster to Malta. When the prisoner escapes, Geronimo goes to catch him.",2.2,3440,R,"Action,Crime,Drama","quick draw,female full frontal nudity,american abroad,gangster,action hero"
Fletch Lives,1989-03-17,,6.1,22218,PG,"Comedy,Crime,Mystery","inheritance,television evangelist,lawyer,african american,sarcasm"
Fever Pitch,1997-04-04,A sports fan&apos;s romantic courtship clashes with his obsession with his favorite football team.,6.7,11348,R,"Comedy,Drama,Romance","younger version of adult narrator,timelines intertwined,accidental pregnancy,broken condom,implied sex"
Flesh and Blood,2017-11-10,,5.7,189,Not Rated,Drama,life
Frances Ha,2013-10-17,"A New York woman apprentices for a dance company and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.",7.4,86814,M/12,"Comedy,Drama,Romance","black and white,best friend,father daughter relationship,mother daughter relationship,mumblecore"
Fright Night 2,2013-10-01,,4.3,7183,R,"Comedy,Horror,Thriller","bathory,murder of a nude woman,female nudity,nudity,usa horror host"
Ghulami,1985-06-28,"In feudal Rajasthan, a bunch of peasants rise up against the exploitative landowners and the age-old system of caste-based oppression.",7.4,577,,"Action,Drama","love,friendship,violence,rural setting,debt"
Ghoulies,1985-01-18,,4.1,9641,PG-13,"Comedy,Fantasy,Horror","supernatural power,levitation,strangulation,first part,candle"
Girls Just Want to Have Fun,1985-04-12,,5.9,12392,PG,"Comedy,Music,Romance","city,student,strong female character,domineering father,man in a bed"
Gymkata,1985-05-03,,4.3,4314,R,"Action,Thriller","gymnastics,martial artist,kung fu classic,kung fu,chop socky"
"Goodbye, New York",1985-05-17,"Nancy Callighan is a spoiled Irish-Jewish lass who decides to see the world after her husband cheats on her. En route to Paris, Nancy takes a few too many sedatives - when she awakens, she&apos;s in Tel Aviv, minus money and luggage.",4.6,129,R,"Comedy,Drama,Romance","israel,artificial respiration,runway,bed,hotel room"
Grace Quigley,1985-05-17,,5.7,806,PG,Comedy,"character name as title,hiring a hitman to kill one&apos;s self,suicide attempt,blackmail,blackmailer"
Here Come the Littles,1985-05-24,,6.8,253,G,"Animation,Adventure,Family","prequel,cat,cartoon cat,brother sister relationship,mother daughter relationship"
The Holcroft Covenant,1988-01-22,,5.7,3579,M/16,"Action,Crime,Mystery","surname in title,scene of the crime,three word title,torture,interrogation"
"Je vous salue, Marie",1985-10-09,"A college student gets pregnant without having intercourse, affecting people close and unrelated to her in different ways.",6.4,3517,M/16,Drama,"female full frontal nudity,experimental film,vagina,female nudity,basketball"
Jak básníci pricházejí o iluze,1985-04-01,,7.2,538,,Comedy,"teenager,female topless nudity,female nudity,sequel"
Insignificance,1986-03-21,Four 1950s icons meet in the same hotel room and two of them discover more in common between them than they ever anticipated.,6.5,3725,M/12,Comedy,"1950s,new york city,based on play,hotel room,baseball player"
"Invasion, U.S.A.",1952-12-10,A group of people at a bar witness the unfolding events of a Soviet invasion of the USA.,3.4,1573,Approved,"Drama,Sci-Fi,War","arizona,arizona desert,reference to arizona,reference to world war iii,reference to world war three"
The Journey of Natty Gann,1986-01-31,"In the 1930s, a tomboy runs away from her guardian to join her single father who is 2,000 miles away, where he has found work.",7,6434,M/6,"Adventure,Family","girl dresses as a boy,riding the rails,wolf,great depression,first kiss"
Joshua Then and Now,1985-09-05,,6.5,596,R,"Comedy,Drama","antisemitic joke,racist joke,reference to charles darwin,semi autobiographical,reference to the book of job"
King David,1986-08-22,The Biblical story of Israel&apos;s greatest King.,5.3,2420,M/12,"Adventure,Biography,Drama","character name as title,king david character,bathsheba character,polygamy,adultery"
King Solomon&apos;s Mines,1986-03-20,Fortune hunter Allan Quatermain teams up with a resourceful woman to help her find her missing father lost in the wilds of 1900s Africa while being pursued by hostile tribes and a rival German explorer.,5.2,14088,M/12,"Action,Adventure,Comedy","africa,tribe,shotgun,hero,adventure hero"
Krush Groove,1985-10-25,The story of a man who has started a new hip-hop/rap label called Krush Groove.,6.4,3340,R,"Comedy,Drama,Music","pay phone,woman in a bed,woman slaps a man,hip hop music,city"
